ACACAURI|2020.11.29.12.18.36_18.285143729299307_-73.56444373726845_860956e3-6acf-4441-b5dc-f981c93872c5_IMG_20201127_074118_842354913958461533.jpg
ACACAURI|2020.11.29.12.18.59_18.285102993249893_-73.5644251294434_0c7a2df5-4e16-496c-b560-f48c522f594e_IMG_20201127_074259_7250303225899779675.jpg
ACACAURI|2020.11.29.12.47.34_18.290133895352483_-73.55797592550516_1947aebe-ee6f-4945-a8c7-701ae38244c6_IMG_20201128_093400_7974902638104254073.jpg
ACACAURI|2020.11.29.12.47.48_18.29019017983228_-73.55793887749314_1ef2c699-3559-4520-9495-ec88993f7dfa_img_20201128_093700_7518247135696603102.jpg
ACACAURI|2020.11.29.12.50.51_18.29083981923759_-73.55825596489012_07d17ad0-3bd6-4667-b8b3-710870cefafd_IMG_20201128_100423_5603794074920833146.jpg
ACACAURI|2020.11.29.13.29.55_18.29298411961645_-73.55813333764672_34d15ba3-0ebe-42f2-8754-889e4ffbe7b9_IMG_20201127_142416_3902240006140170184.jpg
ACACAURI|2020.11.29.14.11.15_18.29155915416777_-73.56123564764857_52186a0a-9df7-4e3e-bc04-3e2594d5d6cf_IMG_20201127_155758_8942910198138350329.jpg
ACACAURI|2020.11.29.14.25.43_18.289660611189902_-73.56016469188035_00293763-424c-4c33-becc-2e128b55b8a6_IMG_20201127_164705_2821426646796867473.jpg
ACACAURI|2020.11.29.14.32.15_18.289632028900087_-73.56000191532075_d4935738-b344-4157-a96f-52ad0498eb09_IMG_20201127_171014_6899804737389453669.jpg
ACACAURI|2020.12.06.10.25.15_18.284653346054256_-73.56348006986082_9dd49c33-a602-4bf4-bb99-9fbd0b7a811b_IMG_20201201_102233_507517227016865407.jpg
ACACAURI|2020.12.06.10.27.28_18.285103454254568_-73.56453895568848_a6b1d29e-8d00-465a-a3b3-564e591ca75a_IMG_20201201_105418_89840567291262857.jpg
ACACAURI|2020.12.06.10.40.43_18.29333297442645_-73.5601465869695_0cee5eeb-2073-4ee2-8793-648519bba4d2_IMG_20201202_113120_4068726501778222474.jpg
ACACAURI|2020.12.06.10.41.34_18.2934737065807_-73.55993259698153_578fe9cc-99a3-4257-bb83-0a2819230ada_IMG_20201202_113840_7708032487716522973.jpg
ACACAURI|2020.12.06.10.48.40_18.292911197058856_-73.55648587457836_5451fe98-39d9-474d-8aab-e5fe6d01b78f_IMG_20201202_142717_4215102734986464656.jpg
ACACAURI|2020.12.06.10.49.07_18.292995058000088_-73.5565454699099_5bf777a2-0605-4a06-b43f-d24aea95bf64_IMG_20201202_142922_940531749203682389.jpg
ACACAURI|2020.12.06.10.51.36_18.29001202248037_-73.55966211296618_04004515-cef0-4423-afc2-544fe5f79ac6_IMG_20201203_075617_7395864695145805925.jpg
ACACAURI|2020.12.06.10.52.59_18.28964728396386_-73.55993318371475_f35284e6-431e-4436-b351-56848310ec59_IMG_20201203_081042_3211266655837250638.jpg
